PID,Gender,Age,Handedness,Video Games,3D Environment,Immersive Tech,Condition,StressPrediction,NumberOfColors,C,Order,Trial duration,Time Spent assigning task,Idle Time,Portion of time worked,Team success,Team failure,Team Success Rate,Team Score,Team Score per task,Team Score per minute,CA_taskQueue,CA_currentStress,CA_futureStress,CA_testedStress,CA_strategy,CA_speed,mental,physical,temporal,performance,effort,frustration,stratChangeVisu,stratChangeOther,CurrentStressFB,FutureStressFB,TestedStressFB,colorPref,remarks
15,Male,29,Left-handed,5,5,5,3 Colors - With Prediction,With Prediction,3,3,2,593.514,307.272,286.242,0.5183333333333334,141.0,31.0,0.8197674418604651,145.43999999999997,0.8197674418604651,14.702938768082973,1,2,4,3,Always assign hard task to the fast operator whereas hard or easy task to the slow and medium speed operators by their current and future stress level.,4,4,4,3,4,4,2,Slightly. This varies by the feedback that I can access and see.,"Slightly. There is a certain level of learning effect ""the way collision works, strategies of picking and throwing a correct cube to a correct operator, the pattern of the operator e.g. the speed it takes to recover etc..""","Depends on the task and use case. For the scenario in this study, the stress level influences the performance hence it serves as an important factor to help with judging task and achieving an desirable outcome from a task/mission/operation.","Yes. Considering there are many concurrent operators, it can be difficult to track each of their stress. Hence a future stress would be essential as a visual cue to guide the manager who assign the tasks to the operators.",Depending on the task scenario but I would see how it is been helpful for this experiment.,5 Levels (Right),"There are some inconsistencies in the task design. For instance, when I was throwing a cube ""task"" to an operator/their bucket, a bunch of cubes spawn and collides with the throwing cube therefore assigning one intended and one unintended tasks to the operator. Furthermore, I feel it is hard to differentiate between easy and hard tasks likewise picking the correct one up. It would be easier if they are presented with different colors ""e.g. green for easy / red for hard"" or different visual representation ""e.g. a chilli for hard and a candy for easy task etc.."". The task also requires the user to constantly pay attention to many different places ""from left to right for each operator, top left to top right for their indicators/stress visualizations, bottom centre for task selection, and throwing objects. Not to mention mental effort to consider which operators beenthe fast or slow operator, their stress level etc. Due to this, the task is overally difficult and requires a high physical and mental effort to complete."
16,Male,37,Right-handed,3,4,4,3 Colors - With Prediction,With Prediction,3,3,1,615.768,391.630,224.13800000000003,0.49500000000000005,158.0,14.0,0.9186046511627907,145.4,0.9186046511627907,14.167673539384962,5,4,5,5,basicly as long as the 'tested future' wasnt red I would assing a task.,3,2,4,3,2,2,1,"Yes, the ones who predict the future give you more information so you rely more on that future prediction.",Not really. The coloured circles representing strees were my main indicators so the only changes in strategy directly related to changes in these coulours.,"Yes, its the most important because if the operator is stressed you can give him a minute to rest.",It definetly helps knowing the future stress. ,This indicator makes it eaven easier. The only downside is that having so many indicators can be confusing.,5 Levels (Right),"having more that 3 stress levels is great, but not sure if stripes is the best way to visualize them. You could potentially have 5 colours: eg. green, yellow, orange, red, brown."
17,Female,19,Right-handed,1,2,2,3 Colors - With Prediction,With Prediction,3,3,3,592.209,439.137,153.07199999999995,0.515,123.0,49.0,0.7151162790697675,123.14999999999999,0.7151162790697675,12.477014027142443,5,4,5,5,I assigned tasks based on the predicted future stress level and also made sure to always wait to assign to an operator with green/yellow future stress so as to increase the score,4,3,2,2,2,3,1,I think when there was an intermediate mixture of colors the actual stress level was more clear so i assigned tasks accordingly,As the experiment went on I understood better the objective of the game and refined my strategy so that the operators arent that stressed all the time and the score increases.,Yes because you know if you should consider that instantly based on if its currently too stressed the predicted stress would be higher,Yes because you can see how after finishing the ongoing tasks the stress level changes,Yes  it helps when choosing which operator to assign the task to,5 Levels (Right),nan
18,Female,24,Left-handed,3,1,1,3 Colors - With Prediction,With Prediction,3,3,4,564.618,336.797,227.82100000000003,0.52,103.0,69.0,0.5988372093023255,108.03999999999999,0.5988372093023255,11.48103673634209,2,4,5,5,"Same as before, giving taks only when level max is yellow, giving hard tasks to those who are faster",4,2,1,2,4,2,1,"Yes, it was easier to find the different type of operators (fast, slow) when you had predicted stress, it was more random to assess them without predicted stress ","Across the experiment I've become faster assigning tasks, taking less time to think ","Yes, otherwise you cannot foresee their futur level of stress with the task you are giving them","Yes, because it is hard to anticipate even with the current stress, with future stress you can deduce more easily the type of operator (fast vs slow) ","Yes, it also gives more information about the operator and allows to make more relevant task assignment decisions ",3 Levels (Left),The task should be assigned to the operator when the cube falls in between the basket and the operator 
19,Male,28,Right-handed,5,5,5,3 Colors - With Prediction,With Prediction,3,3,2,632.024,400.626,231.39800000000002,0.49666666666666665,153.0,19.0,0.8895348837209303,160.07999999999998,0.8895348837209303,15.196891257294025,2,3,4,5,"Similar to the last condition, though initially I was okay with giving someone a task if their stress was going to become yellow, then toward the end I started waiting until it would stay green.",4,3,1,2,4,3,1,"With the predictive feedback cues I would use them as a guide as to the real stress level, without them I would have to guess how assigning a task would affect the stress levels.",Generally I tried to just wait for the lowest stress levels before assigning tasks. So this remained the same throughout.,"Yes, in general I tried not to assign tasks to operators if their stress was anything other than green. This way I at least knew the stress wouldnt reach the red level.","Yes, knowing how high the stress will be after the tasks are completed told me what to expect and when I really couldn't assign more tasks to an operator.","Yes, tested future stress levels helped me to immediately undstand the effect the task would have on the stress level.",5 Levels (Right),"I wonder if the ability to assign ""rest breaks"" with similar feedback on the effect would provide a way to better understand how far into their current level of stress the operator is."
1,Male,29,Right-handed,4,5,4,3 Colors - With Prediction,With Prediction,3,3,3,532.040,307.169,224.87099999999998,0.5466666666666666,53.0,119.0,0.3081395348837209,59.06,0.3081395348837209,6.660401473573416,4,3,3,3,"Tried to use tested stress level to find people, but this sometimes slowed me down. ",1,4,4,3,3,4,3,"I mostly focused on colour, rather than look into texture substantially. I mostly tried to look for most green in contrast to red. ","I focused more on speed towards the later half of the experiment, and was less concerned about easy vs. hard tasks - maybe because I was receiving more information (thus more green). ","Yes, to understand the current state of each worker. ","Its important, but I wouldn't say as important as current stress. ","Yes, I think it would help make decisions more carefully, although I wasn't super aware of it. ",5 Levels (Right),"I mostly focused on colour, so having more green or yellow reduced the stress of picking workers for me, but potentially it resulted in more stress in the workers, although I wasn't sure. "
20,Male,26,Right-handed,5,5,5,3 Colors - With Prediction,With Prediction,3,3,1,723.142,395.443,327.69900000000007,0.43166666666666664,172.0,0.0,1.0,167.65,1.0,13.910131066927379,5,3,4,5,"I tried to identify the quickest operators and assign the easiest tasks to them and prioritised the harder tasks to the slower operatives, which in theory would mean that I could focus on less operatives at once. ",3,2,3,3,2,2,2,"When I did not have a prediction, I think I found myself using the current stress as a timer, and settled on ""when it turns green, I add new tasks"", even though that was not fully optimal. I think the prediction caused me to be more accurate/careful about which tasks to assign.  ","Over the experiment I tried a few different combinatinos of assigning specific task types to operators speeds, though I did not find this made a difference beyond giving myself some amount of rigid structure to follow. Towards the end, I was more open to giving tasks to partially stressed operators due to the desire to finish the task quickly. ","As a base level feedback, I think this it is important, however I wonder if I only had predicted/tested values if I would still be able to safely assign tasks. ","Having this metric enabled me to be more accurate and careful about which operator I assigned to and when as it enabled me to plan ahead somewhat, versus simply using the current stress level as a trigger timer. ","I think this layered on top of the future stress level feedback to help me visualise the impact of each task, whereas without I am simply guessing and tend to revert back to the timer approach. ",5 Levels (Right),nan
21,Male,25,Right-handed,5,5,5,3 Colors - With Prediction,With Prediction,3,3,3,588.510,304.726,283.784,0.525,120.0,53.0,0.6936416184971098,118.35,0.6936416184971098,12.066065147576083,2,3,3,5,"Try to assign hard tasks first. Give the task to anyone who would not go in red. Do the same with easy tasks. If no one is available, wait.",2,4,3,4,4,4,4,"Yes, the predictions of the stress level becomes really useful and helped me optimize my assignment. Without it, I would never give a worker more than 1 task, especially if they were yellow, as I was afraid it would cause them to go in the red. With the prediction, I could confidently give my workers a larger task list (although not too big) because I knew that the tasks I chose would not make them go in the red.
However, I did not really change my strategy between the 3 and 5 colour conditions.",I don't think so no. My goal during the entire experiment was to keep the operators in the yellow.,"If you don't have access to prediction, yes, as it's the only way to measure stress and decide which task to assign. If you have access to the ""tested future stress"" then it almost becomes useless: as a manager, your decisions are based on ""what if I gave this person this task"" rather than ""in what state is my worker currently in"". If you have direct access to ""what if I gave my person this task"", then that's all you need. Otherwise, if you don't, it's important to know what state your worker is currently in so that you can estimate what state it will be in if you gave him a certain task.","Definitely useful, if you don't have access to ""tested future stress level"". Otherwise, not super useful. Same reasoning as in previous question.","Yes, it's the most important metric, see reasoning in previous questions.",3 Levels (Left),"Interesting experiement, although I'm not a fan of the task assignment interactions. Sometimes I would think I picked up easy tasks and they turned out to be hard ones, because it's kinda hard to know which one is actually gonna be picked up. In addition, it's hard to mistake a hard task with an easy one since the only thing that distinguishes them is the text on it; it'd be faster and less error-prone to have cubes of different colors.
Additionally, gravity would sometimes cause the cubes to fall in the wrong baskets. My ideal UI for this would be to have a pile of easy tasks on the left and a pile of hard tasks on the right.
Also: oculus's tracking is much better :p"
22,Male,28,Right-handed,5,4,4,3 Colors - With Prediction,With Prediction,3,3,4,666.761,466.680,200.08099999999996,0.5066666666666667,158.0,14.0,0.9186046511627907,153.55,0.9186046511627907,13.817544817408338,2,5,4,5,I would only give tasks if future stress did not go red,4,3,3,3,2,2,2,I mainly always tried to focus on predicting if the task I would add would cause them to go into the red.,Not really but the ones with yellow/green combination helped a lot,Yes so you can see how the operator is going on the current task,Less important as the tested future stress seems to predict it mainly. At least I used it for predicting more,"Yes, this was the most helpful so I could prepare multiple tasks but not overload the operator",5 Levels (Right),I think 5 is the best balance of level as I can see when they are becoming tired and avoid overloading them with more tasks.
23,Male,24,Right-handed,4,4,3,3 Colors - With Prediction,With Prediction,3,3,2,656.582,266.094,390.488,0.5,149.0,23.0,0.8662790697674418,151.82,0.8662790697674418,13.873666960105515,2,4,3,5,same as before,3,2,2,2,2,2,2,yes because I had different indications,no,yes ,not really,very much indeed,5 Levels (Right),l'éternité c'est long surtout vers la fin
24,Male,29,Left-handed,4,3,1,3 Colors - With Prediction,With Prediction,3,3,1,607.795,349.846,257.94899999999996,0.5033333333333333,136.0,36.0,0.7906976744186046,136.81,0.7906976744186046,13.505540519418556,1,2,2,5,assign a task whenever the tested future stress level is not red,1,2,1,1,2,2,1,"yes, but in the end I based the assignation only on the (future) stress level","yes, be less in a hurry as time was not a factor",yes just for the information,I don't know,yes because this is what we want to know to assign tasks,5 Levels (Right),nan
25,Female,27,Right-handed,2,5,4,3 Colors - With Prediction,With Prediction,3,3,3,766.506,429.375,337.131,0.43333333333333335,157.0,16.0,0.9075144508670521,152.7,0.9075144508670521,11.952939703016023,5,5,5,5,Same as before but observe first then assign,5,4,5,3,2,5,3,I did not change anything. I test the water first then proceed to figure how things work and later make my decisions.,"I did not change anything. Even without the stress feedbacks, with my testing prior actual study condition, I could figure out somewhat how to play",Yes. This is a good indicator for decision making,Yes. This is a good indicator for assesment. ,Yes. This is a good indicator for assesment and decision making because it shows the possible outcome.,5 Levels (Right),nan
26,Male,27,Left-handed,4,2,2,3 Colors - With Prediction,With Prediction,3,3,4,624.092,412.627,211.46499999999997,0.505,158.0,15.0,0.9132947976878613,158.02,0.9132947976878613,15.191990924414991,5,5,5,4,I tried to maximize again the number of available workers and to assign hard task to worker that can handle stress better. I found that a worker that work fast was not handling stress good so I tried to give him only easy task while I gave only hard task to other workers.,5,3,2,3,4,3,2,"Yes I changed my strategy when I was only having the current stress feedback since I could not know beforehand the evolution of the worker stress. Thus I tried first to identify how the stress of the workers change by giving them hard task and see how the color change and how long they would need to recover. I tried to do it 2 by 2 compare to the other session when I had this information available and where I could directly test each worker. I feel like it took me longer to determine the characteristics of the team with solely this information, but at the same time it was way clearer to use this information solely in my decision making process.",I fee like I did learn over the different sessions and improve my skills. I would say that my last session was way better than my first one because I knew what to expect in terms of resting time and what to do to reduce it. My overall strategy did not changed much but I was just better at it I would say.,Yes it is very important because for me it was the principal information I used to decide how to assign the taks. If a worker is too stresses I will loose more time on the long term by giving him a task or a hard task.,I think the future stress is also important but more for the planning part in the sense that based on the future stress I was able to organize multiple task to assign instead of one task only based on the current stress. It did help a lot to learn how the team behave against stress and to then adapt my management.,"I think out of the 3 type of stress, the tested future stress was the one that less help me to complete the task or to make decision. It is still important but I was putting way more empathy on the 2 previous type of stress already so I did not really used it.",3 Levels (Left),Great job!
27,Male,27,Right-handed,4,5,5,3 Colors - With Prediction,With Prediction,3,3,2,643.659,484.642,159.017,0.49833333333333335,168.0,4.0,0.9767441860465116,167.09,0.9767441860465116,15.575638653386342,2,2,2,5,Kept all the stress levels green.,3,2,3,2,2,2,2,Yes. When I had the tested stress I was primarily relying on that to assign tasks & try to keep it in the green. When I was depending on the current stress it required abit more guesswork to figure out when to assign tasks.,I don't think so.,Not really (if you have the tested stress).,Not really (if you have the tested stress).,Yes. Because it allowed me to better understand when to assign tasks to operators.,5 Levels (Right),nan
28,Male,24,Right-handed,5,5,5,3 Colors - With Prediction,With Prediction,3,3,1,617.300,196.186,421.1139999999999,0.515,113.0,59.0,0.6569767441860465,116.41,0.6569767441860465,11.314757816296776,5,5,5,5,Try to dispatch tasks only to operators that would leave them with yellow indicators,1,2,2,1,3,1,1,"Without future stress I changed from ""Max out their stress until it's about to hit red"" to ""Let them relax until they hit green-yellow""","I focussed more on keeping stress levels down than keeping work up, resulting in longer experiment run time","Yes, knowing how stressed they are currently helps to know how long it will take for them to relax and get onto other tasks","Yes, knowing how stressed they are going to be in the future helps to not assign tasks to someone who is yet to feel the stress of their current workload","Yes, knowing how stressed they are going to be if you give them the task you are holding helps to minimise overall stress",5 Levels (Right),"Although I liked having the future predicitons, I scored higher without having them and only having the intermediate colours"
2,Male,33,Right-handed,5,5,5,3 Colors - With Prediction,With Prediction,3,3,4,547.831,276.348,271.483,0.5216666666666666,123.0,49.0,0.7151162790697675,125.27000000000001,0.7151162790697675,13.719924575279604,4,4,5,5,If the future stress level did not go past a point I wouldn't didn't give my oporators the box if I could help it. If I notice they where dropping down I would have given them the eaiser on to give them more time to relax after ,2,4,4,3,3,4,2,"Yes I did, If I could relly on the tested stress I would as this would allow me to ensure my operators wouldn't run it to issues halfway though thier tasks. For the other versions I let them go up to red on a ring then I would let them rest. The tested stress would also give me a clear cue when it was time to give them a  easy task. ","Not really, I used to training to work out how the visulizations worked and I these strategies worked for the most part. ",If I know my operators are currently stressed I am aware that I need to give them some space and leave them alone for a while. ,This one is useful as it allows me to plan ahead while I am giving tasks to my other operators,This one is very useful as it lets me know to some degree what is the chance of this task being completed successfully if I give it to this operator. ,5 Levels (Right),"Very well made and a good study, "
3,Female,29,Right-handed,1,4,4,3 Colors - With Prediction,With Prediction,3,3,2,568.889,159.889,409.0,0.4966666666666666,155.0,17.0,0.9011627906976745,157.48,0.9011627906976745,16.609215506012596,5,4,1,1,"Same as previous. Based on the color of the stress level, I assign the difficulty level of tasks to them. If it is green, then will assign hard task, if it is yellow, then will assign easy task ",5,4,4,1,1,3,1,"no, i didn't change the strategy. I only wait the people to finish their job, then assign the next task to them. If there is any time limitation, then my strategy might change. But, without the time limitations, so i can just do it slowly wait it to finish, then only assign the next tasks based on their current stress level. ","No. same color same level of tasks. as long as it is not green, then it means i'll assign the easy tasks. ","Yeah, current stress helps to understand once they finish their job, are they eligible to do the next hard tasks or easy tasks. Honestly, while they complete the tasks, the stress level, I didn't care. ","Future stress would help when there is a time limitations. Like when the boss/manager need to assign the job as soon as possible, and leave, then the future stress would help the manager to decide if they want to assign hard or easy tasks. or it would work when they have to assign more than 2 tasks at a time. ",Not sure about this one. I didn't check it. ,3 Levels (Left),"3 levels would help under current situations, when we have the time limitations, then I think 5 levels might help the managers to decide what kind of task they want to assign it to them and how many maybe. "
4,Female,26,Right-handed,2,4,4,3 Colors - With Prediction,With Prediction,3,3,1,556.718,312.458,244.25999999999993,0.5299999999999999,94.0,78.0,0.5465116279069767,85.49,0.5465116279069767,9.213641376783219,2,4,4,4,"I chose the operators who had less stress level and gave them the hard tasks and operators who were working slow and higher stress levels, I gave them the easy tasks",3,3,3,2,3,4,1,"Not particularly, My strategy was to assign hard tasks to fast working and less stressed operators","I didn't have to change my strategy but for one condition(texture and future prediction), I couldn't figure out the fast and slow operators, so I solely relied on the stress levels.","Yes, It shows if we should asign them any more tasks or not","Yes, It helps in deciding if we should assign them an hard or easy task","Yes, It shows if we should assign them any more tasks or not",3 Levels (Left),Although 5 stress levels were insightful but they were overwhelming.
5,Male,28,Right-handed,5,5,5,3 Colors - With Prediction,With Prediction,3,3,3,615.385,361.946,253.43899999999996,0.49,169.0,4.0,0.976878612716763,169.3,0.976878612716763,16.506739683287698,5,5,5,5,I intended to assign tasks to the operators who wil be relaxed after finishing the tasks. ,2,4,2,3,2,3,1,"yes, when I can forecast the stress level, I intend to plan the assignment before they finish the tasks. ",Because the stress level forcast can only calculate one operator's stree level based. I have to use one hand to assign tasks. ,"Yes, becase so that I can have a straight forward impression of what level they are. ","yes, so I can plan the assignment before they finish the tasks. ","Not really, because it can only calculate one operator's stress level. It has a little bit conflit to  my habit that I used to assign tasks to different operators at the same time with two hands. ",5 Levels (Right),Not really. 
6,Male,25,Right-handed,3,2,1,3 Colors - With Prediction,With Prediction,3,3,4,602.628,359.698,242.93000000000006,0.4916666666666667,168.0,5.0,0.9710982658959537,164.45,0.9710982658959537,16.373285011648978,1,4,3,5,"l'indicateur ""tested future stress level"" ne devait pas depasser le jaune",4,4,3,3,2,1,1,"Oui, je regardais pas le meme indicateur, et dans le mode avec moins d'indicateur , j'apportais plus d'interet aux travailleurs rapide ","oui, je laissais plus de temps de pause. dans la derniere experience mon objectif etait de ne pas depasser le jaune dans le dernier cercle. mais de donner des taches quand le cercle au milieu etait vert. ","yes, c'est très important de connaitre l'etat du travailleur","je n'ai pas trop regardé, car je me concentre sur le ""tested future stress"" . ",le plus important pour moi. la strategie global etait de se concentre de ne pas depasser l'etat moyen-bas.,5 Levels (Right),"Il est peut-etre interresant de savoir combien de fois un travailleur a ete dans le rouge. 

Mais il aurait pu etre utiliser au bout de la troisieme utilisation. "
7,Male,24,Right-handed,2,5,4,3 Colors - With Prediction,With Prediction,3,3,2,664.197,455.675,208.522,0.5083333333333334,158.0,14.0,0.9186046511627907,158.28000000000003,0.9186046511627907,14.29816756173244,3,5,5,5,Same,3,2,1,1,2,2,1,I always wanted to make sure that either the futur visual stress or the current one were either in green or in green/yellow.,"In the 2 last tests, I considered the speed of the operators to assign tasks in addition of the stress feedbacks.","In the experiment, it is important in order to have the highest score. In the real life, the stress acts on the performance of the person so this one becomes less performant.","Yes for the same reasons, and also because a team manager able to know the future level of stress of everyone will be able to optimize the work of the whole team.","In the experiment, it is useful in order to assign either a hard task or an easy one.",5 Levels (Right),Well done!
8,Female,22,Right-handed,3,4,2,3 Colors - With Prediction,With Prediction,3,3,1,751.212,298.726,452.486,0.47333333333333333,165.0,8.0,0.953757225433526,165.28,0.953757225433526,13.20106707560582,2,5,5,4,"At first I wanted to be as efficient as possible, but after few minutes, after checking the score I was making, I strated to assign tasks by avoiding any bad stress level",3,2,3,2,3,2,3,"Yes, with more visibility of the futurs states, I was able to distribute better the task, and to avoid rushing the thing","Yes, with the experimet, I really learn that if you want to make a good score, you really have to take time for your operators to rest, and to remember as good as possible the level of difficulty I gave them before to better adapt the next one.","Yes because it alloxs you to change your strategy in the middle of the situation, better flexibility and way to improuve","Yes, so that you can always stay in green","Same, to always stay in green",5 Levels (Right),"Really interesting, just, we can't see all the operators at one, but maybe it is on purpose"
9,Female,22,Right-handed,5,4,4,3 Colors - With Prediction,With Prediction,3,3,3,603.377,351.970,251.40699999999993,0.52,115.0,57.0,0.6686046511627907,105.19000000000001,0.6686046511627907,10.460126918990948,1,1,1,5,Je ne donnais des taches que lorsque le niveau de stress avec cette tache Ã©tait jaune ou moins. Je ne regardais presque plus quel type de tache j'assignais sauf quand il fallait que j'attende que leur niveau de stress baisse,1,3,2,2,5,3,1,oui j'ai arrêté de regarder le niveau de stress actuel et le défilé des taches à partir du moment où je pouvais voir le niveau qu'atteindrais l'opérateur avec la tache que j'avais dans la main,no,oui cela est intéressant dans l'optique où à la place des opérateur il y aurait des vrais personnes cela n'influencerais pas beaucoup la stratégie mais il serait important de connaitre ce paramètre.,oui car cela permet de prévoir à l'avance la stratégie à employer plus tard,oui car cela permet d'assigner plus efficacement les taches aux opérateurs en gérant mieux leur niveau de stress.,5 Levels (Right),nan
10,Male,19,Left-handed,5,3,3,5 Colors - With Prediction,With Prediction,5,4,2,612.388,373.963,238.425,0.47833333333333333,169.0,3.0,0.9825581395348837,167.83,0.9825581395348837,16.443496606726455,3,5,5,5,"Same as before, try to keep them in low or low-medium, if they are good when i hold a hard, i will give them a hard, if not, i will give them a easy if too many easy are on table",2,4,1,3,2,3,1,"no, it basiclly the same stragtegy i use everytime, but just getting more accurate if have prediction and more details (like low-medium display instead of 3 colours)","no, i think it is the best stragtegy and most affective one","if i can't see it, i just have to guess tehir streess level, it will not be accurate distributing tasks if i can't see them","yes, it really helps my distribution mroe accurate, i mean coutnign down their stress level in brain won't be accurate especially their speed are different","not really, because it do basiclly the same as future stress level",5 Levels (Right),Bigger table
11,Male,27,Right-handed,4,5,5,5 Colors - With Prediction,With Prediction,5,4,1,623.951,298.833,325.118,0.505,166.0,6.0,0.9651162790697675,160.44,0.9651162790697675,15.428134581080885,2,5,4,3,"I first look at the current stress level if it's not stressful enough, I will assign a task to the operator. I also check the future stress level.",2,3,4,3,2,2,2,"yes. because I need to adjust my strategy to achieve better score. For example, if there is not future and tested stress, I will frequently look at the task queue. If there exist future stress, i won't have to check task queue often.",I wait for the low stress level and then allocate the task to the operator. I often assign two easy tasks at the same time to fast operator and often assign one hard task to slow operator.,"Yes, it helps me know the current stress level of operator which will potentially affect if i will distribute the task to this operator.","Yes, if I know the future stress level of the operator, I can clearly know if i should distribute tasks to this operator.","yes, it can help me make decision when I was struggling with distributing tasks.",5 Levels (Right),The approach of distributing task like toss the cube will potentially involve more physical effort. Too many cubes on the table.
12,Female,34,Ambidextrous,3,3,3,5 Colors - With Prediction,With Prediction,5,4,3,448.976,238.866,210.10999999999999,0.6549999999999999,33.0,139.0,0.19186046511627908,30.89,0.19186046511627908,4.12806029720965,4,3,2,2,the color and future prediction was only helpful at the very begining then everything turned red so i started to not care about them anymore. i mainly rely on the faster workers and also those are resting to assign task,3,4,3,3,4,4,2,not really because they get red fairly quick. so i only use the color stress feedback very briefly at the begning of each task/wait,i changed from the second condition when i saw the questionnaire said there was a fast and slow operator i started to test them out and assign harder and more task to those faster ones regardless of stress,i think current stress is enough otherwise it gives me more mental effort to rem how much more i need to add and make my decision making slower and hestitant. i think the current stress with stripes indicating future stress level is the best,i dont think so. i think it adds too much effort to the commander when you are in a time task. i think as a commander in the time and fast task you just need to have a general understanding of each operator,no same reason above. i feel like in this type of task environment where a commander deals with multiple operators the commander only needs to know a general performance to help with the team rather than too much individual information,5 Levels (Right),i like five but only in one ring (my last condition) 
13,Male,20,Right-handed,2,2,1,5 Colors - With Prediction,With Prediction,5,4,4,603.385,379.696,223.68899999999996,0.49166666666666664,131.0,41.0,0.7616279069767442,132.84,0.7616279069767442,13.20947653653969,1,5,5,5,I would pick up tasks to give to operators and make sure I never reached or exceeded striped red levels of stress (by confirming visually),2,1,2,3,1,1,1,"Yes--when I could see a higher resolution of future stress levels, it allowed me to stay in the low yellow zone at all times.","Yes--as I learned how the game worked, I became more aware of avoiding higher levels of stress. I'm not sure this resulted in a conscious strategy, but I understood how to score better.","Its not as important as future stress levels, but its still helpful because it lets the user know which operators are currently low-stressed, which is helpful to know for maximizing points.","No--I don't think this added any value to my strategy, but addmittedly I could be naive.","Absolutely--this was super helpful. Admittedly, I completely lost track of which operators were the fastest and slowest because it was so mentally easy to just watch the colors. ",5 Levels (Right),nan
14,Female,36,Right-handed,2,3,3,5 Colors - With Prediction,With Prediction,5,4,2,567.116,306.175,260.941,0.52,130.0,42.0,0.7558139534883721,133.06,0.7558139534883721,14.077543218671313,5,5,5,5,"Based on thhe prediction information, I could assign the task more quickly.",4,1,2,1,2,1,1,"Yes, I changed my strategy. When I can have future stress level, I could use this information regardless of the speed of each operator. But when I only have the current stress level, it took me more time to assign the task because I had to consider both the stress level and their capability.",No. I changed my strategy depending on the visual feedbacks.,Yes. The current stress level is the fundametal information for my decision making.,"Yes. When I have the future stree information, I can decide faster and easier to assign the task.","Yes, the information helped me to confirm my decision.",5 Levels (Right),nan
15,Male,29,Left-handed,5,5,5,5 Colors - With Prediction,With Prediction,5,4,1,592.803,313.449,279.354,0.5316666666666667,69.0,103.0,0.4011627906976744,66.7,0.4011627906976744,6.750977980880664,1,4,2,5,"As long as the future and tested stress levels are not in full red, I will assign tasks to the user.",4,4,5,4,3,5,3,Slightly. This varies by the feedback that I can access and see.,"Slightly. There is a certain level of learning effect ""the way collision works, strategies of picking and throwing a correct cube to a correct operator, the pattern of the operator e.g. the speed it takes to recover etc..""","Depends on the task and use case. For the scenario in this study, the stress level influences the performance hence it serves as an important factor to help with judging task and achieving an desirable outcome from a task/mission/operation.","Yes. Considering there are many concurrent operators, it can be difficult to track each of their stress. Hence a future stress would be essential as a visual cue to guide the manager who assign the tasks to the operators.",Depending on the task scenario but I would see how it is been helpful for this experiment.,5 Levels (Right),"There are some inconsistencies in the task design. For instance, when I was throwing a cube ""task"" to an operator/their bucket, a bunch of cubes spawn and collides with the throwing cube therefore assigning one intended and one unintended tasks to the operator. Furthermore, I feel it is hard to differentiate between easy and hard tasks likewise picking the correct one up. It would be easier if they are presented with different colors ""e.g. green for easy / red for hard"" or different visual representation ""e.g. a chilli for hard and a candy for easy task etc.."". The task also requires the user to constantly pay attention to many different places ""from left to right for each operator, top left to top right for their indicators/stress visualizations, bottom centre for task selection, and throwing objects. Not to mention mental effort to consider which operators beenthe fast or slow operator, their stress level etc. Due to this, the task is overally difficult and requires a high physical and mental effort to complete."
16,Male,37,Right-handed,3,4,4,5 Colors - With Prediction,With Prediction,5,4,3,623.018,417.723,205.29500000000002,0.5,170.0,3.0,0.9826589595375722,169.5,0.9826589595375722,16.323765926506134,3,4,5,5,"Only give tasks to those who had the outer circles green or yellow, never red.",3,2,4,2,1,2,1,"Yes, the ones who predict the future give you more information so you rely more on that future prediction.",Not really. The coloured circles representing strees were my main indicators so the only changes in strategy directly related to changes in these coulours.,"Yes, its the most important because if the operator is stressed you can give him a minute to rest.",It definetly helps knowing the future stress. ,This indicator makes it eaven easier. The only downside is that having so many indicators can be confusing.,5 Levels (Right),"having more that 3 stress levels is great, but not sure if stripes is the best way to visualize them. You could potentially have 5 colours: eg. green, yellow, orange, red, brown."
17,Female,19,Right-handed,1,2,2,5 Colors - With Prediction,With Prediction,5,4,4,629.415,486.410,143.00499999999994,0.5166666666666666,137.0,36.0,0.791907514450867,136.39,0.791907514450867,13.00159672076452,4,5,5,5,I assigned based on the predicted stress level- I always waited until the outer rim was yellow/green and tried to identify the slow and fast operators to maximize the score,4,3,1,2,2,2,1,I think when there was an intermediate mixture of colors the actual stress level was more clear so i assigned tasks accordingly,As the experiment went on I understood better the objective of the game and refined my strategy so that the operators arent that stressed all the time and the score increases.,Yes because you know if you should consider that instantly based on if its currently too stressed the predicted stress would be higher,Yes because you can see how after finishing the ongoing tasks the stress level changes,Yes  it helps when choosing which operator to assign the task to,5 Levels (Right),nan
