PID,Gender,Age,Handedness,Video Games,3D Environment,Immersive Tech,Condition,Presentation,Stress feedback,C,Order,Trial duration,Time Spent assigning task,Idle Time,Portion of time worked,Team success,Team failure,Team Success Rate,Team Score,Team Score per task,Team Score per minute,stress,queue,compl,allcompl,hist,portion,success,score,rank_stress,rank_queue,rank_compl,rank_allcompl,rank_hist,rank_portion,rank_success,rank_score,strategy,speed,mental,physical,temporal,performance,effort,frustration,frequency,simple,easy,support,integration,consistency,learning,intuitive,confident,prerequisites,taskQueue_pref,currentTaskCompl_pref,allTasksCompl_pref,taskHistory_pref,portionWorking_pref,success_pref,score_pref,stress_pref,strategyChange,stressFB,stressErrorCheck,prefLiteral,prefSymbolic,combinations,remarks
107,Male,24,Right-handed,3,3,2,Literal No Stress,Literal,No Stress,3,1,815.055,232.030,583.025,0.39999999999999997,119.0,57.0,0.6761363636363636,122.58,0.6761363636363636,9.023685518155217,N/A,3,2,1,1,4,4,3,N/A,6,2,4,1,5,7,3,I used the Success Failure and and check the success ? success/failure of a new task is my proxy to determine the stress level of an operator,3,4,2,3,3,3,2,2,4,4,4,5,4,4,4,4,4,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Literal without Stress,Symbolic with Stress,yes if possible I use the stress,"a lot, then I can reliably predict if it will be successful",Yes,nothing,fast reading,none,nan
108,Male,23,Right-handed,3,5,2,Literal No Stress,Literal,No Stress,3,3,611.334,343.289,268.04499999999996,0.5216666666666667,104.0,72.0,0.5909090909090909,103.87,0.5909090909090909,10.194427268890658,N/A,2,2,2,2,3,5,5,N/A,3,4,1,2,5,6,7,trying to keep a success rate above 50%,3,3,2,3,2,3,1,4,5,5,5,4,5,3,5,5,5,Literal without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Literal with Stress,Literal with Stress,I changed a little with the stress but keep the score/success literal or not,yes because it directly impact the success rate,Yes,"the size of the score and success number, the average (50%) is more visual than the camembert",the stress bar chart,stress bar chart + success/score in literal,the supervisor was too talkative ;)
109,Female,27,Right-handed,1,1,1,Literal No Stress,Literal,No Stress,3,4,760.202,576.634,183.56799999999998,0.4166666666666667,161.0,15.0,0.9147727272727273,156.44,0.9147727272727273,12.347244548159567,N/A,5,5,5,3,4,5,5,N/A,5,4,3,2,1,7,6,"I assigned tasks based on the success and failure rate of past tasks. As the success rate increased I allocated more tasks but I still made sure to give a break to all the operators. Also, I assigned tasks based on the task queue. If the operator had less tasks to complete in task queue, I assigned one more depending on how fast the operator completed a task. ",5,5,4,3,4,4,2,1,5,5,2,5,5,4,5,5,3,Literal with Stress,Literal without Stress,Literal with Stress,Symbolic without Stress,Literal with Stress,Literal with Stress,Literal with Stress,Symbolic with Stress,No. My strategy remained the same because I tried to ensure that all the operators tasks and rest were well balanced.,"Absolutely. As a team leader it would be useful to have an indicator of the stress levels of your team members. Otherwise, you might keep assigning tasks to an operator that is highly stressed and this will impact the success of the task completion.",Yes,The numeric representation of the score and success rates.,I liked how the stress levels were represented in a graph format. It was easy to track the current and past stress levels.,Everything in the Literal Visualization should remain the same except for the stress levels. Replace the stress level representation of the Literal Visualization with that of the Symbolic Visualization.,None.
110,Female,26,Right-handed,2,5,3,Literal No Stress,Literal,No Stress,3,2,495.575,264.510,231.065,0.64,44.0,129.0,0.2543352601156069,40.540000000000006,0.2543352601156069,4.908237905463352,N/A,4,4,4,4,4,4,4,N/A,7,6,5,2,4,1,3,I kept my focus on Score and Success rates,5,5,5,3,5,5,4,1,1,1,1,2,3,1,1,1,1,Literal with Stress,Literal with Stress,Symbolic with Stress,Literal with Stress,Symbolic with Stress,Symbolic with Stress,Symbolic with Stress,Symbolic with Stress,"Depending on how data is visualized, the strategy will alter to adapt",yes because it is the meter to evaluate their performance,No,Numbers,Graphs and charts,"Depending on the display data. For evaluating elements such as score, success rates, stress level, charts and graphs are better while numeric elements such as task history, task in queue should be literal. Hybrid elements can be the progress bars.",Too bright for my eyes.
111,Male,28,Right-handed,5,4,5,Literal No Stress,Literal,No Stress,3,1,476.562,266.330,210.23200000000003,0.6383333333333333,47.0,130.0,0.2655367231638418,50.160000000000004,0.2655367231638418,6.315232855326275,N/A,3,3,2,4,2,4,2,N/A,1,2,6,5,4,3,7,"When operators were not working actively on a task I would throw tasks at them, sometimes I would check their success rate - but if they were the only one available I would throw them the task either way. ",2,4,4,3,3,3,3,4,4,4,2,4,2,4,4,4,4,Symbolic with Stress,Literal without Stress,Literal with Stress,Literal without Stress,Symbolic with Stress,Symbolic with Stress,Symbolic without Stress,Symbolic with Stress,"Conditions with stress indicators I tended to assign tasks to operators that were the least stressed. Stress (symbolic) made me more empathetic towards the operators than other conditions; however, tasks were more stressful to manage. ","Yes, to be empathetic towards operators; otherwise they can get overworked. ",No,It made me look less toward the stress levels and maybe more throughput of tasks were achieved - I can't be sure though.,Made me more empathetic towards the operators. ,Probably stress visualisation.,The representation of task management was interesting (using VR) and throwing tasks in an embodied way. 
112,Female,29,Right-handed,2,4,4,Literal No Stress,Literal,No Stress,3,3,494.720,214.814,279.90600000000006,0.655,40.0,132.0,0.23255813953488372,40.489999999999995,0.23255813953488372,4.910656532988356,N/A,4,3,5,1,1,5,5,N/A,3,4,5,2,1,7,6,"based on the success rate to assign the tasks. If it is high, then assign more to the workers. When I assign one task to the work, if the success reduced to less than 20% then i will try to assign one more to see if the success rate increase or reduce. if it is continue reduce then i will assign the task to others. if it is increase, then i will continue to assign the tasks to that workers. ",2,5,5,2,1,5,1,5,5,5,5,5,5,4,3,5,4,Literal with Stress,Symbolic without Stress,Symbolic with Stress,Literal with Stress,Literal without Stress,Literal with Stress,Literal with Stress,Literal with Stress,"yes, then there is not stress level showing, then i have to rely on the increasing and descreasing of the success level to judge it. when it have the stress level then i will rely on the stress level and success level without assign some testing tasks to make the judgement. ","yes, it will tell if the success rate increasing or decreasing ",No,"the stress level and success rate, and score ",all completion tasks bar and current completion ,all the completion task and current task ,"would be better to highlight the final task success score is based on the success rate in the game. personally, I would prefer the combination of the literal and symbolic such as success rate, score and stress using literal but the all completion tasks and current tasks using symbol. I feel the timer to reduce to which level could change to the symbolic, because it is less likely will read them all at once for me. having a visual assistant would help rather than reading them. "
113,Female,33,Right-handed,4,4,4,Literal No Stress,Literal,No Stress,3,4,592.862,184.396,408.466,0.5633333333333334,37.0,141.0,0.20786516853932585,40.14000000000001,0.20786516853932585,4.062328164058416,N/A,4,1,3,3,1,5,5,N/A,5,2,3,4,1,6,7,I check the success and score first before assigning task without stress level visualisation. i then give tasks based on how the overall score is (1st) then the success rate is (2nd). However i did have spare time to look at other data a bit more. I find them helpful to have but i dont think they are critical therefore i might not paying enough attention to them,4,3,4,3,2,3,2,4,5,4,4,4,5,4,4,5,3,Literal without Stress,Symbolic without Stress,Literal without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic with Stress,yes. i usually look at stress level first when its available then the score and success when stress is not available. I think stress level is usually very visually dominating to me so i am dawned to see it more often but it also help me judge how my operator works. Success and score would be the second items i refer to equally as it tells me how i should assign tasks to each operator.  i sometimes looks at current task and history to evenly distribute them but i don't find it crucial and i only do that when my operators are all loaded.,yes. it is something i primarily rely on because its visually easy to understand as a reference. but i think anything that is design visually dominating to me among stress/success/score i will pay attention to all three.,Yes,no,yes,"i like task queue literal, stress level success and score symbolic. so when i refer to those it doesnt cover up the entire screen which sometimes is distracting and visually exhausting. to the point sometimes i shut down and go blind on certain information i found too ""busy"".",I think its a very interesting task and system. i personally think the visual design might have influenced how i prioritize information as they are not equally distributed the same size/color/motion so certain information gets my attention. but if you wanted to emphasize certain information i think its a good design to capture my attention on stress level for sure. :P
114,Female,54,Right-handed,2,1,1,Literal No Stress,Literal,No Stress,3,2,697.072,260.497,436.575,0.47833333333333333,137.0,35.0,0.7965116279069767,133.48,0.7965116279069767,11.4892005416944,N/A,4,1,2,1,1,5,5,N/A,3,5,1,2,4,7,6,percentage score for their completion of task,4,3,1,2,2,2,1,1,4,4,4,4,4,4,4,2,4,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Literal with Stress,Literal with Stress,Literal without Stress,Symbolic with Stress,Symbolic with Stress,"yes, stress became more important in the last scenario, when it was represented visually","Yes, as it's linked to success of tasks completed, as well as operator safety and wellbeing",Yes,Success and scores,stress,Symbolic stress and literal success and scores,"I couldn't read some fields during the simulations, e.g. time to complete task and task history. The tasks were clearly explained to me. All the best with the research!"
115,Male,24,Right-handed,5,4,4,Literal No Stress,Literal,No Stress,3,1,798.062,576.173,221.889,0.38833333333333336,160.0,14.0,0.9195402298850575,162.25,0.9195402298850575,12.198300382677035,N/A,4,1,1,1,1,5,1,N/A,6,3,1,2,5,7,4,get task if rested,1,1,1,1,2,1,4,3,1,2,2,3,3,2,3,3,5,Literal without Stress,Symbolic without Stress,Symbolic without Stress,Literal without Stress,Symbolic without Stress,Symbolic with Stress,Symbolic with Stress,Literal with Stress,"yes, I was changing according to the different prompt","yes, having feedback from the operator allows us to tell if he can work more or rest.",No,better for unnecessary component since it takes less space and more accurate for stress ,easier to tell what it is with a rapid look,none,nan
116,Male,36,Left-handed,4,4,4,Literal No Stress,Literal,No Stress,3,3,594.893,398.554,196.33900000000006,0.5583333333333332,77.0,100.0,0.4350282485875706,70.16000000000001,0.4350282485875706,7.07623051540361,N/A,2,2,3,4,3,4,4,N/A,4,3,1,5,2,7,6,Maintaining success rate and dispatch tasks to operators equally.,3,4,4,4,4,4,4,2,3,3,4,4,4,3,3,3,4,Symbolic with Stress,Symbolic with Stress,Literal with Stress,Symbolic with Stress,Literal with Stress,Literal with Stress,Literal with Stress,Symbolic with Stress,"Without stress level, I assigned the tasks based only on the success rate and score.","In order to increase the success rate of the tasks, the stress level is only indicator.",Yes,It is easy to notice the success/failure and score.,It is easy to notice task history and task queue. (easy to load balancing of tasks),"Literal condition (success/failure, score), Symbolic condition (task history, queue, stress level)",nan
117,Male,33,Right-handed,5,5,5,Literal No Stress,Literal,No Stress,3,4,902.411,616.276,286.135,0.34500000000000003,168.0,6.0,0.9655172413793104,167.35,0.9655172413793104,11.12685904759583,N/A,2,2,2,1,5,4,4,N/A,6,5,4,7,1,2,3,"Identified the different speed operators so I only needed to look at one fast, one medium and one slow and assume that the other operator in the pair is at the same stress. I looked at portion of time mostly and waited until a percent for each. I made sure there wasn't already a task just incase I made mistake as I only wanted them to complete one task at a time.",5,2,2,2,2,4,2,3,2,2,3,4,4,2,3,2,3,Literal without Stress,Literal without Stress,Literal without Stress,Literal without Stress,Literal without Stress,Literal without Stress,Literal without Stress,Symbolic with Stress,"Yes, the only thing you really needed with the stress conditions is stress. Without stress I needed to rely on a combination of other components.","Yes, it makes it a lot easier to assign tasks to get the maximum score",Yes,Numbers make it easier to read.,The stress graph had a time aspect to it.,I would remove everything except the stress graph because that is all that is needed - and I like the stress graph more than just the number. The rest is just clutter when the stress indicator exists.,nan
118,Male,26,Right-handed,5,5,5,Literal No Stress,Literal,No Stress,3,2,688.443,588.728,99.71500000000003,0.4683333333333333,157.0,15.0,0.9127906976744186,161.26,0.9127906976744186,14.05432258008288,N/A,4,2,2,3,5,5,5,N/A,7,6,5,4,1,2,3,"In this one I learnt the speeds of each worker and distributed tasks based on that, it took a few failures at the start to learn the speeds. I also watched the total work percentage as an indicator to each individual workers speed so I knew I was roughly dividing tasks correctly between each worker.",5,4,3,4,2,4,1,5,5,5,4,5,5,5,5,5,4,Symbolic without Stress,Literal without Stress,Literal without Stress,Symbolic without Stress,Literal with Stress,Literal with Stress,Literal with Stress,Literal with Stress,When there was a stress indicator I only used that to distribute tasks. When there was no stress indicator I used the failure/score to indicate when to assign a task and when to wait for their stress level to reduce.,"Yes. Although it felt like ""cheating"" a bit because in the real world you wouldn't be able to see the stress level of workers. Its important for these tasks I think because I could more easily balance out the task work load.",Yes,I think I can understand percentages and numbers (especially success / score) a lot easier than pie graphs.,The stress level graph was clearer to read for me than a simple percentage number and I could also see a bit in the past of their stress level.,Symbolic Stress + Literal everything else. (And maybe keep the stress percentage on the symbolic stress as well).,nan
119,Male,28,Right-handed,5,5,4,Literal No Stress,Literal,No Stress,3,1,500.369,191.192,309.177,0.6433333333333334,37.0,135.0,0.21511627906976744,37.97,0.21511627906976744,4.553039856585839,N/A,2,2,2,3,3,4,2,N/A,1,5,2,3,6,7,4,I looked at what operators had the higher success rate and gave them more tasks than the those that had lower success rates,4,3,2,4,3,2,2,2,3,3,2,4,3,2,2,2,2,Literal with Stress,Literal with Stress,Literal with Stress,Literal with Stress,Literal with Stress,Literal with Stress,Literal with Stress,Literal with Stress,For the conditions that had stress levels i assigned tasks based on operator stress levels and for conditions without stress levels i assigned tasks based on success rate.,It helps to decided who to assign tasks,Yes,Having the written information available to read quickly,the boxes looked cool,Literal with the addition of the graph,nan
120,Male,29,Right-handed,4,2,4,Literal No Stress,Literal,No Stress,3,3,820.731,355.339,465.392,0.4033333333333334,122.0,51.0,0.7052023121387283,120.07,0.7052023121387283,8.77778468219185,N/A,5,4,4,5,4,5,5,N/A,5,6,7,3,4,1,2,Looking at successful rate and score and task history. ,4,4,3,4,3,5,4,4,4,4,4,4,4,4,4,4,3,Literal without Stress,Literal without Stress,Literal without Stress,Symbolic without Stress,Symbolic with Stress,Literal without Stress,Literal without Stress,Literal without Stress,Yes I focus more on recognizing each participants' strength and weakness without stress indicator. Because I do not have a clear feedback about the stress level of operators reacting to an assigned task. ,Yes. It is a very useful metric to reflect an employee's competency to different task.,Yes,Communication between supervisor and operators. Have a better insight of operators' stress level.,Real time monitoring their stress level in the workplace to better understand their status. ,I would prefer both symbolic and literal stress indicator. It helps me better understand the status of each operator in a team. ,nan
121,Male,24,Right-handed,5,5,5,Literal No Stress,Literal,No Stress,3,4,710.809,637.429,73.38,0.4666666666666666,133.0,40.0,0.7687861271676301,134.78,0.7687861271676301,11.376895903118841,N/A,3,3,4,1,3,5,4,N/A,2,3,4,1,5,7,6,"Was mostly looking at the score and remembering how fast I could ""safely"" give tasks to the operators,",3,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,Literal with Stress,Symbolic with Stress,Symbolic with Stress,Literal with Stress,Symbolic without Stress,Literal without Stress,Literal without Stress,Symbolic with Stress,"My strategy changed in every condition I believe, depending on the available information (stress or no stress), but also because of how fast and how easy it was to read the information.",Definitely yes. Especially the graph. Tells how fast operators begin stressing and makes it much easier for the manager to choose to give tasks to.,No,Some information were easier to read.,Stress graph!!,Keep non-crucial information (such as task history) as text - everything else should be visual,"Pretty cool simulation! My only concerns were framerate and the cubes. The low framerate made me a bit sick, and the cubes were a bit hard to handle - throwing them would sometimes fail and also their constant movement when there are too many of them is distracting. I'd also disable any feedback (particles+vibration) *unless* it actually hits an operator or fall into a basket (as a confirmation if you will).
Other than that, had fun playing around with it :p"
122,Male,26,Right-handed,4,4,4,Literal No Stress,Literal,No Stress,3,2,622.660,207.025,415.635,0.545,63.0,110.0,0.36416184971098264,60.07,0.36416184971098264,5.788391738669579,N/A,4,4,3,3,4,4,2,N/A,2,5,1,3,4,7,6,looking for the success/failure and the speed to complete the work,3,3,3,3,3,2,3,3,3,2,2,2,3,2,2,2,2,Symbolic with Stress,Literal with Stress,Symbolic with Stress,Literal without Stress,Symbolic with Stress,Symbolic without Stress,Symbolic without Stress,Symbolic with Stress,"no, i always keep tracking the successful rate and the stress, and it help me a lot ","yes, when the stress goes up, i can see the successful rate goes down, and if i don't have the feedback on the stress, the only matrix is the successful rate and the task queue. ",Yes,"task queue, success/failure, score",stress,"stress, success/failure ",nan
123,Male,51,Right-handed,2,2,2,Literal No Stress,Literal,No Stress,3,1,606.765,460.235,146.52999999999997,0.6099999999999999,45.0,132.0,0.2542372881355932,49.900000000000006,0.2542372881355932,4.934365034238956,N/A,4,3,3,2,4,5,5,N/A,2,3,4,1,5,7,6,try to balance the score and success rate,4,3,1,4,2,4,1,4,4,5,5,4,4,5,4,5,3,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Literal without Stress,Literal without Stress,Symbolic with Stress,Yes. Try to guess the stress and the probability of increasing score with other information such as portion of time and task queue,Yes to guess the positive impact of the task allocation on the score,Yes,Score value,curve of stress with colors,keep literal score and stress curve,nan
124,Male,27,Right-handed,5,5,5,Literal No Stress,Literal,No Stress,3,3,802.209,741.039,61.16999999999996,0.4283333333333334,160.0,17.0,0.903954802259887,160.63000000000002,0.903954802259887,12.014076132279746,N/A,4,2,3,2,3,4,4,N/A,5,2,3,1,4,6,7,As with the last one I waited to see the outcome of the initial tasks then tested to see if the workers failed or succeeded their next task. I also suspected from the last condition that the worker animations had some relation to their stress level. So I paid a bit more attention to their animations. In general some of the workers always seemed to be more successful than others even if they were slower so I tended to give them more tasks.,4,5,3,4,3,4,2,4,4,3,4,4,4,4,3,3,3,Literal without Stress,Symbolic without Stress,Symbolic with Stress,Literal with Stress,Symbolic without Stress,Literal without Stress,Symbolic without Stress,Symbolic with Stress,"Yes, without the stress indicator I had to look for other insights from the other data. I thought perhaps the animations indicated stress though I realized this was not the case quite quickly in the conditions with the stress indicators. When there was not stress indicators I typically looked at how often a worker was failing a task, often watching to see how the number/graphic changed so I could try to guess their stress level.","Yes, I think without them there was a lot of guess work. I could only really tell if a worker was stressed by when they failed tasks or didn't.",Yes,I found keeping track of success rate and score easier in the literal conditions. I also liked seeing the history of their stress levels as it was sometimes clearer than keeping track of a graph. I also found it easier to use the task queue in the literal conditions.,"I preferred the graph for stress, although the text in the literal condition was easy to read I liked to be able to visualize the rate of change of stress so I could approximate how high it might go with each task.",I think I would include the % number alongside the stress graph and the successes and failures. I would also probably use the task queue from the literal visualizations.,This was a very interesting and engaging study! I really enjoyed it!
101,Male,27,Right-handed,3,4,4,Symbolic No Stress,Symbolic,No Stress,4,1,607.972,193.666,414.306,0.51,82.0,91.0,0.47398843930635837,79.44,0.47398843930635837,7.839834729230951,N/A,5,5,5,5,2,2,2,N/A,7,6,4,5,3,2,1,I will plan the task to someone who will doing faster or free,4,2,3,5,2,3,2,2,3,4,2,4,3,2,4,3,2,Symbolic with Stress,Symbolic with Stress,Symbolic without Stress,Literal with Stress,Literal without Stress,Literal with Stress,Literal with Stress,Symbolic with Stress,"Yes, since different representations have different intuitive feeling for me, this has led to a change in focus of my cognition.","Yes, it's about the efficiency of the error rate.",Yes,straightforward and simple,beautiful and three-dimensional,May be Literal.,hope have more interactions
102,Male,19,Right-handed,3,1,1,Symbolic No Stress,Symbolic,No Stress,4,3,744.994,448.135,296.85900000000004,0.4366666666666667,149.0,28.0,0.8418079096045198,147.75,0.8418079096045198,11.899424693353234,N/A,2,4,5,1,5,5,4,N/A,2,3,4,1,6,7,5,"keep portion of time working below half and let the fast operator do 3 tasks at each time and rest roughly 15s, medium speed operators do 2 tasks and slow operators. do 1 task. if the failure is high, wait for  portion of time working below 1/4 approximately.",5,5,4,4,4,4,4,3,5,4,4,5,3,5,3,3,5,Literal with Stress,Literal with Stress,Literal with Stress,Literal without Stress,Symbolic with Stress,Symbolic with Stress,Symbolic with Stress,Symbolic with Stress,"sure,it is because when condition changed the thing I focus changed, so I try to change strategy to keep stress less and score more","Yes, as it is a more intuitive method of increasing success to gain scores compared to making a assumption and estimating the rate of success by the portion of working time.",No,"Task queue and history as if it is too outstanding ,it might impact your focus and the speed you made decision.","success and stress, since it is very intuitive to estimate your current results","Task queue,Current task completion, All task completion, and task history-literal and the other things could be symbolic.","If it is possible, I prefer the redesign of component,  the most frequently used part(for example,  I really prefer using the stress, the score,etc) could be highlighted or resized larger while the less frequently used part like Task history ,which can be indirectly used to estimate the stress, can be resized smaller or removed."
103,Male,37,Right-handed,3,4,4,Symbolic No Stress,Symbolic,No Stress,4,4,563.374,416.738,146.63600000000002,0.5383333333333334,58.0,116.0,0.3333333333333333,55.15,0.3333333333333333,5.873540489976463,N/A,4,1,5,4,4,5,5,N/A,2,1,3,5,4,7,6,Give tasks depending on success rate,4,5,3,4,5,4,5,3,3,4,4,5,5,4,4,3,4,Symbolic without Stress,Literal with Stress,Symbolic with Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Literal without Stress,Symbolic with Stress,"Yes, because in the absence of a stress indicator, I focused more on success score.","Yes, as the coordinator, I appreciated knowing how stress operators were.",Yes,The scores are best as a number because you can remember them easier.,The stress chart was great help and gives a sense of how fats stress increases/decreases.,Both stress and success score could be both literal and symbolic.,"No, thank you Tom!"
104,Male,18,Right-handed,4,2,2,Symbolic No Stress,Symbolic,No Stress,4,2,669.794,424.149,245.64499999999998,0.4583333333333333,134.0,39.0,0.7745664739884393,129.81,0.7745664739884393,11.628351403565873,N/A,1,5,5,3,5,5,3,N/A,2,4,1,3,6,7,5,"First dispatch some tasks to operators and then estimate their speed of completing tasks and recovery speed. then try to dispatch more tasks to faster one than slower one, use the time i estimated to calculated each operator's time and stress, since the stress is not sync to the operator's real time stress, i have to take a guess. ",4,5,2,5,4,4,1,4,3,3,4,3,4,4,4,4,5,Literal with Stress,Symbolic with Stress,Literal with Stress,Symbolic without Stress,Literal without Stress,Literal without Stress,Literal without Stress,Symbolic with Stress,"yes, because i can see different data of each operator like their stress and sucess rate, so i have to change my strategy e.g. it used to have stress graph which change simutaneously , but then the next scenerio changed it to a pending update one which cause me have to give everyone operator a try in order to calculate speed of each one, wasting some score.","Yes, because the stress level is related  to the operator's task sucess rate, if a operator have a score arte of 99% but the stress is at 90 %, it is possible to waste the task, time and score on this operators, so i think stress feedback is important because it decide whether you can get a score or not.",No,"The stress graph have 2 important data for me, one is % of stress and other is level(low,medium,high), i think if the stress is at 30 % and the '30%' was able to be inlined as green, the level below it, 'low' such also be inlined as green .","To add the sucess rate so that i can calculate fast, and the stress graph can add a overall % above the graph so that i won't have to wait and estimate how long the stress level goes down to 'low' level. ","a stress board from Literal with sucess rate and score rate board , remove thetask history and replace by others board like stress graph from symbolic.","Sometime the operator status board was cover by others operator's status board, it would be better to fix that. Also the table is not large enough, there were few times where i drop some box on the floor and it respawn on the top, the table were full of boxs and the box were drop into the operator's black box, it would be better to have ab igger table and just turn the table into a bucket so thing inside won't fell out."
105,Female,27,Right-handed,3,1,3,Symbolic No Stress,Symbolic,No Stress,4,1,653.058,131.821,521.237,0.48500000000000004,114.0,59.0,0.6589595375722543,118.88,0.6589595375722543,10.92215392813502,N/A,2,3,5,2,2,5,5,N/A,2,5,3,4,1,7,6,Watching how successful an operator was and how the score chart looked like,4,2,1,1,2,1,1,4,5,5,5,4,4,5,5,5,5,Literal without Stress,Literal without Stress,Literal with Stress,Symbolic with Stress,Literal without Stress,Literal without Stress,Symbolic without Stress,Symbolic without Stress,"Yes, depending if I had a symbolic or non symbolic layout I used different features stronger or less","yes, I would like to have an overview of the stress level has it helps to decide when to integrate breaks",Yes,"Less text, if literal then number based","easy understanding of the information provided, more intuitive","stress level in percentage, success/failure rate from literal environment (last one), task queue & history from literal because it's less confusing,","I would integrate ""I liked"" and ""I don't liked"" questions into each test questionnaire because it was harder for me to remember what specifically I preferred or not"
106,Male,28,Right-handed,5,5,5,Symbolic No Stress,Symbolic,No Stress,4,3,650.630,478.206,172.42399999999998,0.4916666666666667,150.0,23.0,0.8670520231213873,152.76,0.8670520231213873,14.08726926209981,N/A,5,5,3,4,4,5,4,N/A,6,5,1,2,3,7,4,Focused on success/failure and based on that gave operators more/less time to rest,5,4,2,2,4,4,1,5,5,5,4,5,5,5,5,5,5,Symbolic without Stress,Literal without Stress,Literal without Stress,Symbolic without Stress,Literal with Stress,Literal without Stress,Literal without Stress,Symbolic with Stress,"Yes, when I have the stress I can focus mainly on that. But when I don't I have to focus on multiple other thing such as: Success/Failure and score.","Really helpful, helps predict next tasks success probability. And therefore, helps with assigning tasks or let operators rest.",Yes,The success/failure rate,The Stress levels,Use the symbolic stress and the literal success/failure representation. the other components are good in both.,"Try adding different skilled operators, and maybe rather than just success or failure (true or false) add the success rate of each task. (if an operator achieves 65 success of a task, it might increase their stress with the next task)"
107,Male,24,Right-handed,3,3,2,Symbolic No Stress,Symbolic,No Stress,4,4,604.477,241.347,363.13,0.5333333333333333,93.0,80.0,0.5375722543352601,86.78999999999999,0.5375722543352601,8.614719832185509,N/A,5,5,4,1,1,4,5,N/A,7,4,3,1,2,6,5,I wqtched the sucess level and how much the task queue,3,4,2,3,2,3,3,3,5,5,5,5,5,4,5,5,5,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Literal without Stress,Symbolic with Stress,yes if possible I use the stress,"a lot, then I can reliably predict if it will be successful",Yes,nothing,fast reading,none,nan
108,Male,23,Right-handed,3,5,2,Symbolic No Stress,Symbolic,No Stress,4,2,545.251,291.671,253.57999999999998,0.5883333333333334,52.0,120.0,0.3023255813953488,53.480000000000004,0.3023255813953488,5.884996084372152,N/A,2,2,3,1,3,5,5,N/A,4,2,1,3,5,6,7,looking at score/success and anticipating stress cooldown,3,3,2,3,2,2,1,5,5,4,5,4,5,3,5,5,5,Literal without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Literal with Stress,Literal with Stress,I changed a little with the stress but keep the score/success literal or not,yes because it directly impact the success rate,Yes,"the size of the score and success number, the average (50%) is more visual than the camembert",the stress bar chart,stress bar chart + success/score in literal,the supervisor was too talkative ;)
109,Female,27,Right-handed,1,1,1,Symbolic No Stress,Symbolic,No Stress,4,1,1052.340,299.090,753.25,0.30833333333333335,166.0,13.0,0.9273743016759777,166.62000000000003,0.9273743016759777,9.499971492103315,N/A,5,5,5,5,4,5,5,N/A,7,6,2,4,1,5,3,The success rate of previous tasks and how many tasks I assigned an operator a task. If the operator has completed too many tasks I avoided assigning more tasks even though the operator had a good success rate. Just because they complete all their tasks well in time and have a high score doesn't mean they should be assigned more tasks. They need to rest.,4,5,3,5,4,4,4,4,4,5,1,5,5,5,5,5,2,Literal with Stress,Literal without Stress,Literal with Stress,Symbolic without Stress,Literal with Stress,Literal with Stress,Literal with Stress,Symbolic with Stress,No. My strategy remained the same because I tried to ensure that all the operators tasks and rest were well balanced.,"Absolutely. As a team leader it would be useful to have an indicator of the stress levels of your team members. Otherwise, you might keep assigning tasks to an operator that is highly stressed and this will impact the success of the task completion.",Yes,The numeric representation of the score and success rates.,I liked how the stress levels were represented in a graph format. It was easy to track the current and past stress levels.,Everything in the Literal Visualization should remain the same except for the stress levels. Replace the stress level representation of the Literal Visualization with that of the Symbolic Visualization.,None.
110,Female,26,Right-handed,2,5,3,Symbolic No Stress,Symbolic,No Stress,4,3,587.837,212.354,375.48299999999995,0.5583333333333332,55.0,120.0,0.3142857142857143,55.629999999999995,0.3142857142857143,5.678104644654895,N/A,3,4,4,1,1,5,5,N/A,3,4,5,1,2,6,7,Give the most amount of tasks to the best players.,5,5,5,3,1,5,3,1,3,3,2,2,3,1,1,3,1,Literal with Stress,Literal with Stress,Symbolic with Stress,Literal with Stress,Symbolic with Stress,Symbolic with Stress,Symbolic with Stress,Symbolic with Stress,"Depending on how data is visualized, the strategy will alter to adapt",yes because it is the meter to evaluate their performance,No,Numbers,Graphs and charts,"Depending on the display data. For evaluating elements such as score, success rates, stress level, charts and graphs are better while numeric elements such as task history, task in queue should be literal. Hybrid elements can be the progress bars.",Too bright for my eyes.
